source,target
"Lo interesante es que a lo largo de esta capa inferior, de este intestino, la señal becomes stronger and stronger if undigested, but digestible, material could penetrate.","Now the interesting thing is that, along this lower layer -- this gut -- the signal becomes stronger and stronger if undigested, but digestible, material could penetrate."
"Han sobrevivido for millennia en el desierto, en el permafrost, at the tops de las montañas y at the bottom del océano.","They've survived for millennia in desert, in the permafrost, at the tops of mountains and at the bottom of the ocean."
"Soy dueño de una corporation. I work with them, y siento que we all need them y que they're important.","I own a corporation. I work with them, and I feel that we all need them and they're important."
"La mayoría de las personas dice, why should I be risky si puedo obtener 1,500 dollars for sure?","Most people say, why should I be risky when I can get 1,500 dollars for sure?"
"Me impresionó, pero no me sorprendí, porque había visto los mismos visual parallels cuando fui el prison superintendent del Stanford Prison Study.","I was shocked, but I wasn't surprised, because I had seen those same visual parallels when I was the prison superintendent of the Stanford Prison Study."
"Y si el bleaching doesn't go away, si las temperaturas no bajan, los arrecifes start to die.",And if the bleaching doesn't go away -- if the temperatures don't go down -- reefs start to die.
"vi este leaflet que decía ""Hay millions of slaves en el mundo today.""","I saw this leaflet and it said, ""There are millions of slaves in the world today."""
"De hecho, algunos de los kids were visibly embarrassed cuando se les decía que their mothers had been consulted.","In fact, some of the kids were visibly embarrassed when they were told that their mothers had been consulted."
"""Lo que hace el Actor con esta información depende de su policy, que se almacena en los strengths de la conexión, entre los odor detectors y los motors que power las acciones evasivas de la mosca.""","What the Actor does with this information depends on its policy, which is stored in the strengths of the connection, between the odor detectors and the motors that power the fly's evasive actions."
"Pero si preguntas a las personas cuáles son las tres cosas más importantes que llevan -- across cultures and across gender and across contexts -- la mayoría de las personas dirá que las llaves, el dinero, y si tienen uno, el teléfono móvil.","But if you ask people what the three most important things that they carry are -- across cultures and across gender and across contexts -- most people will say keys, money and, if they own one, a mobile phone."
"Una de las cosas that's very frustrating about this es que sabemos, by getting modern neonatal incubators into cualquier contexto, si mantenemos los bebés prematuros warm, basically, es muy sencillo, podemos halve infant mortality rates in those environments.","One of the things that's very frustrating about this is that we know, by getting modern neonatal incubators into any context, if we can keep premature babies warm, basically -- it's very simple -- we can halve infant mortality rates in those environments."
Eso es two to three times la ayuda al desarrollo global que entregamos al Third World cada año.,That's two to three times the global development aid that we give the Third World every year.
"Y aquí he quitado a los robots, pero basically, la gente move su brazo derecho sinusoidally back and forward.","And here I've taken away the robots, but basically people move with their right arm sinusoidally back and forward."
